15152.2168,0.300466
15152.4170,0.354201
15152.6328,0.262782
15152.8330,0.128851
15153.0488,0.044556
15153.2656,0.014898
15153.4648,0.013099
15153.6816,0.024728
15153.8809,0.042109
15154.0977,0.060937
15154.2969,0.095164
15154.5137,0.156852
15154.7295,0.217535
15154.9297,0.238436
15155.1455,0.205869
15155.3457,0.134123
15155.5615,0.061634
15155.7783,0.020755
15155.9775,0.006228
15156.1943,0.002760
15156.3936,0.003867
15156.6104,0.009430
15156.8096,0.017522
15157.0264,0.024644
15157.2422,0.044305
15157.4424,0.120172
15157.6582,0.273975
15157.8584,0.413072
15158.0742,0.405039
15158.2910,0.312753
15158.4902,0.283027
15158.7070,0.294414
15158.9062,0.231629
15159.1230,0.120700
15159.3223,0.041086
15159.5391,0.010633
15159.7559,0.004499
15159.9551,0.009166
15160.1719,0.036450
15160.3711,0.111132
15160.5879,0.219863
15160.8037,0.277015
15161.0039,0.245305
15161.2207,0.222890
15161.4199,0.266292
15161.6367,0.306942
15161.8359,0.299918
15162.0527,0.311243
15162.2686,0.372731
15162.4688,0.414121
15162.6855,0.362413
15162.8848,0.298057
15163.1016,0.287565
15163.3008,0.215094
15163.5176,0.138255
15163.7344,0.067639
15163.9336,0.033413
15164.1504,0.014853
15164.3506,0.007591
15164.5664,0.007660
15164.7832,0.008907
15164.9824,0.007329
15165.1992,0.005975
15165.3994,0.014018
15165.6152,0.045211
15165.8154,0.104262
15166.0322,0.167342
15166.2480,0.226919
15166.4482,0.327863
15166.6650,0.450660
15166.8643,0.457978
15167.0811,0.306774
15167.2979,0.159999
15167.4971,0.096397
15167.7139,0.097232
15167.9141,0.141494
15168.1299,0.223331
15168.3301,0.304285
15168.5469,0.335247
15168.7627,0.329040
15168.9629,0.321336
15169.1797,0.370991
15169.3789,0.516273
15169.5957,0.578747
15169.8125,0.449237
15170.0117,0.268770
15170.2285,0.170538
15170.4287,0.148399
15170.6455,0.126259
15170.8447,0.078578
15171.0615,0.032331
15171.2783,0.010732
15171.4775,0.012902
15171.6943,0.035397
15171.8945,0.071484
15172.1113,0.107078
15172.3271,0.161303
15172.5273,0.281042
15172.7441,0.417656
15172.9443,0.410628
15173.1602,0.274203
15173.3604,0.175304
15173.5771,0.152126
15173.7939,0.124807
15173.9932,0.074721
15174.2100,0.047797
15174.4102,0.083792
15174.6270,0.172706
15174.8428,0.227584
15175.0430,0.182948
15175.2598,0.135399
15175.4600,0.049783
15175.6758,0.012093
15175.8760,0.002350
15176.0928,0.001138
15176.3096,0.002022
15176.5098,0.004238
15176.7256,0.008513
15176.9258,0.019016
15177.7754,0.145981
15177.9756,0.112481
15178.1924,0.107524
15178.3926,0.142677
15178.6094,0.155506
15178.8262,0.119517
15179.0254,0.086968
15179.2422,0.101270
15179.4424,0.144270
15179.6592,0.188603
15179.8760,0.206949
15180.0762,0.207669
15180.2920,0.216411
15180.4922,0.211451
15180.7090,0.164688
15180.9092,0.099581
15181.1260,0.079486
15181.3428,0.070222
15181.5420,0.059481
15181.7588,0.045846
15181.9590,0.035527
15182.1758,0.038643
15182.3926,0.069331
15182.5928,0.229556
15182.8096,0.363488
15183.0098,0.280996
15183.2266,0.180013
15183.4258,0.178079
15183.6426,0.354057
15183.8594,0.506663
15184.0596,0.494236
15184.2764,0.319839
15184.4766,0.148943
15184.6934,0.084225
15184.9102,0.103360
15185.1104,0.181202
15185.3271,0.259104
15185.5264,0.249142
15185.7432,0.154009
15185.9434,0.067848
15186.1602,0.037472
15186.3770,0.036171
15186.5771,0.033421
15186.7939,0.026699
15186.9941,0.036332
15187.2109,0.075360
15187.4277,0.118994
15187.6279,0.137223
15187.8447,0.166190
15188.0449,0.265725
15188.2617,0.387546
15188.4619,0.398224
15188.6787,0.275363
15188.8955,0.142449
15189.0957,0.121213
15189.3125,0.263173
15189.5117,0.518511
15189.7295,0.664897
15189.9463,0.552369
15190.1455,0.335578
15190.3623,0.173781
15190.5625,0.077377
15190.7793,0.029484
15190.9795,0.026514
15191.1963,0.066213
15191.4131,0.132392
15191.6133,0.181651
15191.8301,0.209301
15192.0303,0.299149
15192.2471,0.498218
15192.4648,0.666935
15192.6650,0.617647
15192.8818,0.400921
15193.0820,0.200426
15193.2988,0.090911
15193.4990,0.038506
15193.7158,0.013127
15193.9326,0.003576
15194.1328,0.001354
15194.3496,0.002978
15194.5498,0.014061
15194.7666,0.050794
15194.9834,0.122993
15195.1836,0.193821
15195.4004,0.206596
15195.6006,0.190870
15195.8174,0.262755
15196.0176,0.449818
15196.2344,0.571373
15196.4512,0.452395
15196.6514,0.223308
15196.8691,0.073654
15197.0693,0.029338
15197.2861,0.052516
15197.5029,0.112667
15197.7031,0.157499
15197.9199,0.144373
15198.1201,0.096967
15198.3369,0.057898
15198.5371,0.033085
15198.7539,0.017340
15198.9717,0.010710
15199.1719,0.009899
15199.3887,0.012750
15199.5889,0.031140
15199.8057,0.107465
15200.0225,0.286361
15200.2227,0.501410
15200.4395,0.554093
15200.6396,0.419271
15200.8574,0.286918
15201.0576,0.229524
15201.2744,0.176449
15201.4912,0.109730
15201.6914,0.077481
15201.9082,0.102645
15202.1094,0.176841
15202.3262,0.270530
15202.5430,0.333027
15202.7432,0.342468
15202.9600,0.314841
15203.1602,0.284669
15203.3779,0.313203
15203.5781,0.428739
15203.7949,0.601987
15204.0117,0.735764
15204.2119,0.659071
15204.4287,0.395501
15204.6299,0.163842
15204.8467,0.062934
15205.0469,0.045302
15205.2637,0.043792
15205.4805,0.030748
15205.6816,0.013692
15205.8984,0.004107
15206.0986,0.001722
15206.3154,0.003483
15206.5332,0.009743
15206.7334,0.024442
15206.9502,0.050623
15210.0898,0.055405
15210.3066,0.066437
15210.5234,0.077877
15210.7236,0.067696
15210.9414,0.062216
15211.1416,0.089625
15211.3584,0.131621
15211.5762,0.147249
15211.7764,0.142988
15211.9932,0.167824
15212.1934,0.209652
15212.4111,0.221595
15212.6113,0.177046
15212.8281,0.104775
15213.0459,0.067651
15213.2461,0.099509
15213.4629,0.181504
15213.6641,0.261412
15213.8809,0.345911
15214.0977,0.507026
15214.2988,0.713105
15214.5156,0.763364
15214.7158,0.552636
15214.9336,0.266469
15215.1338,0.086239
15215.3506,0.019572
15215.5684,0.003759
15215.7686,0.001171
15215.9854,0.000965
15216.1865,0.001515
15216.4033,0.004397
15216.6201,0.018702
15216.8213,0.067970
15217.0381,0.175893
15217.2383,0.310190
15217.4561,0.370567
15217.6562,0.307874
15217.8740,0.189771
15218.0908,0.099768
15218.2910,0.052290
15218.5088,0.028542
15218.7090,0.022921
15218.9268,0.038001
15219.1436,0.064856
15219.3438,0.078306
15219.5615,0.062246
15219.7617,0.036868
15219.9795,0.030879
15220.1797,0.065565
15220.3965,0.163337
15220.6143,0.313997
15220.8145,0.407269
15221.0322,0.341967
15221.2324,0.188160
15221.4492,0.076753
15221.6670,0.053429
15221.8672,0.133735
15222.0850,0.294708
15222.2852,0.408379
15222.5029,0.363020
15222.7031,0.226420
15222.9209,0.139428
15223.1377,0.139957
15223.3379,0.184084
15223.5557,0.213026
15223.7559,0.166533
15223.9736,0.079091
15224.1904,0.034788
15224.3916,0.057945
15224.6084,0.145562
15224.8096,0.257185
15225.0264,0.301462
15225.2275,0.269507
15225.4443,0.270305
15225.6621,0.406468
15225.8623,0.630196
15226.0801,0.768849
15226.2803,0.779510
15226.4980,0.727547
15226.7148,0.568648
15226.9160,0.337002
15227.1328,0.156835
15227.3340,0.063152
15227.5508,0.023358
15227.7520,0.013724
15227.9688,0.036169
15228.1865,0.107772
15228.3867,0.212605
15228.6045,0.265262
15228.8047,0.222653
15229.0225,0.160177
15229.2393,0.141092
15229.4404,0.142972
15229.6582,0.153208
15229.8584,0.186136
15230.0762,0.227507
15230.2764,0.227051
15230.4941,0.177993
15230.7109,0.148214
15230.9121,0.187906
15231.1289,0.260180
15231.3301,0.311256
15231.5479,0.388498
15231.7646,0.552106
15231.9658,0.676122
15232.1826,0.624367
15232.3838,0.571898
15232.6006,0.665226
15232.8018,0.734050
15233.0195,0.516600
15233.2363,0.344611
15233.4375,0.191819
15233.6543,0.092701
15233.8555,0.042594
15234.0732,0.019390
15234.2900,0.008976
15234.4912,0.005776
15234.7080,0.006901
15234.9092,0.010490
15235.1270,0.014161
15239.1250,0.038396
15239.3428,0.035030
15239.5430,0.019765
15239.7607,0.006917
15239.9619,0.001655
15240.1797,0.000414
15240.3799,0.000333
15240.5977,0.000605
15240.8154,0.002543
15241.0156,0.012066
15241.2334,0.040300
15241.4346,0.087450
15241.6514,0.129765
15241.8691,0.155309
15242.0703,0.196248
15242.2881,0.254412
15242.4883,0.256464
15242.7061,0.177201
15242.9072,0.084706
15243.1250,0.033161
15243.3418,0.016691
15243.5430,0.013080
15243.7607,0.013696
15243.9609,0.029602
15244.1787,0.074547
15244.3965,0.128565
15244.5977,0.149659
15244.8154,0.140423
15245.0156,0.152452
15245.2334,0.206581
15245.4346,0.308651
15245.6523,0.485005
15245.8691,0.671488
15246.0703,0.710062
15246.2881,0.644394
15246.4893,0.626440
15246.7061,0.597921
15246.9072,0.460256
15247.1250,0.294244
15247.3428,0.214466
15247.5439,0.210020
15247.7607,0.194673
15247.9619,0.139644
15248.1797,0.094152
15248.3975,0.091457
15248.5986,0.110234
15248.8164,0.119881
15249.0166,0.123317
15249.2344,0.139182
15249.4355,0.148626
15249.6533,0.126912
15249.8711,0.081741
15250.0713,0.038967
15250.2891,0.015412
15250.4902,0.007299
15250.7080,0.006846
15251.9639,0.038123
15252.1816,0.024015
15252.3994,0.012109
15252.6006,0.010375
15252.8184,0.022411
15253.0186,0.049552
15253.2363,0.087244
15253.4541,0.123022
15253.6553,0.143724
15253.8730,0.170322
15254.0742,0.247709
15254.2920,0.354417
15254.4932,0.398457
15254.7109,0.357014
15254.9277,0.301398
15255.1289,0.316305
15255.3467,0.452497
15255.5479,0.644801
15255.7656,0.706352
15255.9834,0.555406
15256.1846,0.324897
15256.4023,0.170582
15256.6035,0.135332
15256.8213,0.229665
15257.0225,0.442784
15257.2402,0.660063
15257.4580,0.758931
15257.6582,0.751886
15257.8760,0.649020
15258.0771,0.494115
15258.2949,0.367818
15258.5127,0.253385
15258.7139,0.135090
15258.9316,0.056782
15259.1328,0.029320
15259.3506,0.020973
15259.5518,0.013106
15259.7695,0.006065
15259.9873,0.002500
15260.1885,0.002565
15260.4062,0.006002
15260.6074,0.011097
15260.8252,0.013090
15261.0430,0.009777
15262.5176,0.115831
15262.7188,0.161979
15262.9365,0.149962
15263.1377,0.090064
15263.3555,0.045316
15263.5732,0.054254
15263.7744,0.119066
15263.9922,0.229307
15264.1934,0.382523
15264.4111,0.532279
15264.6123,0.526177
15264.8301,0.339135
15265.0479,0.149484
15265.2490,0.064297
15265.4668,0.066656
15265.6680,0.143980
15265.8857,0.275827
15266.1045,0.380829
15266.3057,0.362211
15266.5234,0.236147
15266.7246,0.131091
15266.9424,0.136451
15267.1436,0.217292
15267.3613,0.286327
15267.5791,0.275943
15267.7803,0.209049
15267.9980,0.134255
15268.1992,0.086664
15268.4170,0.116585
15268.6348,0.282047
15268.8359,0.531357
15269.0547,0.627069
15269.2559,0.460116
15269.4736,0.235864
15269.6748,0.106987
15269.8926,0.061151
15270.1104,0.049918
15270.3115,0.057312
15270.5293,0.070698
15270.7305,0.070657
15270.9492,0.052388
15271.1670,0.029311
15271.3682,0.015417
15271.5859,0.010047
15271.7871,0.008248
15272.0049,0.016580
15272.2061,0.057066
15272.4248,0.143806
15272.6426,0.226789
15272.8438,0.218780
15273.0615,0.129674
15273.2627,0.051121
15273.4805,0.026504
15273.6992,0.039832
15273.9004,0.062233
15274.1182,0.067042
15274.3193,0.049501
15274.5371,0.027100
15274.7383,0.012489
15274.9570,0.005079
15275.1748,0.001810
15275.3760,0.000796
15275.5938,0.001128
15275.7949,0.005536
15276.0137,0.031014
15276.2314,0.120078
15276.4326,0.305831
15276.6504,0.495172
15276.8516,0.510326
15277.0703,0.361582
15277.2715,0.211938
15277.4893,0.112816
15277.7070,0.050381
15277.9092,0.021858
15278.1270,0.020282
15278.3281,0.031209
15278.5459,0.052547
15278.7646,0.097017
15278.9658,0.162314
15279.1836,0.236448
15279.3848,0.331041
15279.6035,0.419060
15279.8047,0.413130
15280.0225,0.297853
15280.2402,0.163755
15280.4424,0.088959
15280.6602,0.101207
15280.8613,0.182644
15281.0791,0.254578
15281.2979,0.227571
15281.4990,0.130487
15281.7168,0.061031
15281.9180,0.059627
15282.1367,0.097676
15282.3379,0.124107
15282.5557,0.102448
