15364.9131,0.044124
15365.1152,0.375118
15365.3350,0.564909
15365.5547,0.470249
15365.7568,0.209359
15365.9766,0.004101
15542.5449,0.001851
15542.7490,0.088439
15542.9717,0.061166
15565.5312,0.125852
15565.7529,0.016451
15642.7139,0.236474
15642.9199,0.147071
15868.4268,0.170174
15868.6533,0.094088
15888.3887,0.250372
15888.6152,0.128275
15891.2500,0.284836
15891.4590,0.437483
15891.6855,0.289024
15892.7852,0.123351
15893.0117,0.441353
15893.2217,0.561401
15893.4482,0.239299
15894.5479,0.096246
15903.5547,0.023572
15903.7646,0.355844
15903.9912,0.625320
15904.2012,0.571183
15904.4277,0.214926
15964.7529,0.387386
15964.9629,0.481476
15965.1904,0.327478
15965.4014,0.111336
16028.6143,0.281993
16028.8428,0.452363
16029.0537,0.164177
16063.1973,0.027985
16063.4268,0.009039
16063.6387,0.002264
16063.8682,0.102714
16064.0791,0.360850
16064.3086,0.645504
16064.5205,0.672466
16064.7500,0.195833
16098.2979,0.036456
16098.5273,0.080053
16098.7393,0.121102
16098.9697,0.238648
16099.1816,0.469743
16099.4111,0.654717
16099.6416,0.585350
16099.8535,0.221886
16133.2617,0.231152
16133.4746,0.455924
16133.7051,0.067975
16167.6094,0.052512
16167.8408,0.336993
16168.0713,0.392151
16168.2842,0.194908
16168.5156,0.020302
16174.0908,0.047234
16174.3213,0.392163
16174.5342,0.566884
16174.7656,0.451885
16174.9961,0.184408
16219.5273,0.068274
16219.7402,0.265014
16219.9727,0.176684
16246.2080,0.361222
16246.4395,0.526179
16246.6543,0.389888
16246.8857,0.175135
16247.0996,0.035991
16351.1455,0.332055
16351.3613,0.555000
16383.9248,0.108279
16384.1582,0.264882
16384.3750,0.187272
16384.6074,0.034516
16384.8242,0.029733
16385.7422,0.265202
16385.9570,0.073788
16560.9844,0.157082
16561.2031,0.023455
16575.6289,0.048721
16575.8652,0.224392
16576.0840,0.035658
16593.9668,0.001686
16594.1855,0.118996
16594.4219,0.087833
16685.2227,0.207212
16685.4609,0.406402
16685.6797,0.447404
16727.4668,0.186441
16727.6855,0.125570
16771.8965,0.051956
16772.1191,0.088055
16772.3574,0.001369
16832.9434,0.348205
16833.1641,0.268189
16833.4043,0.035515
